Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Russia,2022,Geothermal,29405.935336858678,8987.426910172637,6141636204.0098295,1191387773,156635055732981.25,31210.18755111567,78425.41202226141,61014.89991394417,939824.9378045452,265697,0,9513623897.000355,0,36.21353125390831,2475.8362834702684,298.92169119710746,1.5008350911148005,17.15791746128935,69.18714680154233,96.26727787797749,820.5365085462265,0.710730344505098,0.4173882730317103,149643518.41530004,354526041.9307913,3.789459058933473,1,83.3237215144554,87.81106861198047,0,783,2.0827559693626565,0,1,6.766567774523824,93.83767438069822,20.042404484152023,0,8.259861471904607,1.43461148828812,3.64088778520427,3.104586229604646,8.148054436710817,24.33147335997483,42.66239709086063,76.91133202076071,376,98,4969,516865,73.24771413075712,0,0
Germany,2013,Wind,20992.594994071333,41824.861047717815,8968476909.3287,178462451,65991618798317.12,49856.872352001286,9054.39840816661,78275.58769834915,430706.49530884775,191658,1,9415508834.556976,0,15.554542290359837,1074.4453998482588,210.26505574058433,14.405657300913052,17.963695708766757,36.789628661485374,98.52380595872627,119.2057236832484,0.16580469216580163,0.3339827448685332,378557623.6754369,773053129.4527668,7.182262055213817,0,77.1066413784389,50.10888721067632,1,621,9.801626284288623,1,1,71.33323696169852,79.25233180143597,38.46644617374759,0,0.49473500058890174,8.41423180847276,9.671105561323829,3.5178224047583018,6.125106395574247,1.6137040917210022,73.36010548213835,76.8455680802577,311,19,8853,163324,76.421452520848,1,1
Russia,2022,Solar,72830.2016887548,25301.2474978653,390764996.7931766,419146621,58366550215591.016,13944.00322449117,85106.14044642453,76218.89987574071,7331.468849521602,347781,0,3597585838.2948875,0,1.9845898691005424,1294.8602264383292,178.84873844697597,9.990437902998021,84.72560061519131,35.861358794657804,1.002826239864052,854.3048670081721,0.3664022344286434,0.12584029233815328,404665414.34740764,831340656.5303495,6.14655665225758,0,57.3800639810777,80.75071392000382,0,458,3.4625865215014118,0,0,36.82410757287289,6.544767896785131,95.92861106094466,0,3.3262843886588622,5.651342119156666,1.6824631539659074,9.00330262349323,6.368628087985257,68.26061456364818,74.53454872307226,79.50798641170054,149,45,4385,535781,0.8629067488551301,1,1
USA,2010,Wind,27738.221028857504,5057.76122246879,1307530537.541185,1342164799,48058410445068.43,72698.20653718374,67911.80554803005,25406.27940749167,775857.2218019366,685453,0,4388821353.935308,0,36.366744662866445,785.7994827871402,256.7219981697516,11.035509715720982,24.51903274462981,21.29472969794787,7.964852733017458,414.92789412594954,0.7472593756966993,0.3018386152985199,159937054.53374574,546558994.593173,9.68186775398014,1,23.72431719805821,75.28090115355194,0,128,8.211417358026488,0,0,53.490664924961706,4.1341517262944,94.3279409635297,1,2.7795242063737158,1.534091846808372,1.647458112083794,5.1301699872444315,7.585039637371805,71.69485156035769,44.83091414864141,86.11946297065558,444,8,4710,348072,93.51706559535769,0,0
Russia,2001,Solar,42514.46983847527,41521.57698477429,1107618298.0991118,782186939,57746184197053.055,827884.3406444839,59816.63586507602,79556.97520735912,600333.2644180477,631774,0,4482502660.041764,1,-5.84069446998576,1414.3853468119057,194.17030384457348,13.83119956363703,84.42943947328077,76.06456376523853,19.33857149877628,728.149972716194,0.8336724971451872,0.3543187779426802,405665805.99897724,672887973.8751377,0.06961061691983295,0,95.20537452785607,17.474746687989708,1,47,5.055085717679024,0,0,45.377883036195,18.940238090388295,6.884787052171482,0,7.052698263477664,9.703055244204105,9.51419510568722,0.536566584188165,9.300720194586418,12.20548862310048,88.72744126119878,44.08493857685462,487,81,1011,3786,98.88978470403471,1,0
France,2006,Geothermal,25466.79200175526,48108.84899506625,5150005151.715833,36019661,116856166673775.52,947556.0602614923,30799.56408205955,28771.310437024254,852408.1527524126,614005,1,1279759066.3303227,1,37.084608757718776,2671.211801634625,215.6426967242262,11.813526806211916,35.97136293772729,15.52497950698597,33.30085777466044,507.07241773247637,0.6774204612387941,0.2937546459444128,520142099.7918997,768780322.0889142,0.6018904989795715,0,98.12759023699155,55.373402764434395,0,366,2.0766206200902504,0,0,26.53713973042928,49.68455422698895,80.79879900545912,0,7.6299898744791665,2.001666002113822,9.615454363223341,3.937978258049628,9.991694829062286,94.16633575664426,72.37232133532176,4.149482378487457,483,25,6465,780127,63.91303312971963,0,1
Germany,2021,Solar,89707.40554796609,1398.3865206116006,6228336699.353053,67559919,162196920235310.84,994011.388386598,99120.3986575181,80298.45929400025,70640.1999841837,278779,0,5536343581.651095,0,28.8111551690857,1574.0007886213664,175.35122879398114,10.7861477428616,39.1451945837377,59.080126780888634,40.71560557031143,141.00807022743135,0.017142519504658837,0.3605950843591679,831314913.3330594,193769823.1397384,8.232913560473879,0,74.07465475495277,17.95670797902614,0,187,5.254642030515948,0,1,71.8442975311347,7.8346105169075475,54.48813631039066,1,3.8090895578340023,3.4954884242132733,8.198785225136682,4.830778377415274,1.370247499503462,45.74526701539067,3.862570085865291,48.33393862561605,872,19,845,237967,68.2670531857537,0,0
Germany,2021,Geothermal,5759.950659834005,16205.780130059735,6201143864.727771,1406355512,77469307408213.33,192715.02623038058,36084.546102994944,45861.70490061018,338983.69840888097,35862,1,6768635485.849991,1,-7.799266768279741,372.4209645923544,163.03209249550537,14.696099725236191,98.76582435447952,29.342554549733745,58.41328261940666,962.659144927759,0.4748683125534344,0.2603573387003526,22257610.08752027,346700895.6407763,4.122046291978881,0,29.62351669414087,13.118122241813824,1,900,3.888752156520452,0,0,36.51244695665945,98.11069022770445,47.567503254751045,0,2.1075820677215154,4.240663174071462,2.7741312422729036,7.854674284899637,4.1608702041856604,39.0451472153803,76.25758852501563,88.11653021415201,917,76,3947,693000,1.5536147329398564,1,1
USA,2022,Hydro,88370.74774581734,31082.296445326785,9830475098.660673,1237419821,176230206106704.78,687526.0627958956,44440.19718706601,80808.86960895425,104122.05717482363,720116,0,2818007201.7281036,0,37.875526789347866,1823.4272738887994,175.27553326181624,14.715050299884613,48.920934819514784,40.39346498999525,82.4405050117636,912.664652003766,0.008438159944872847,0.25593018255612243,660359152.7022552,320299775.4932505,1.147963678455437,1,37.210559725706595,75.06786608512303,1,827,1.605627530093482,0,0,47.95407237693797,49.60293668458012,51.53723818948885,0,2.110993223367874,7.943019639353871,8.609969744725841,4.5489417842976865,4.034657864592042,9.022616218009583,67.29931987009759,13.982202446593806,877,78,1443,130419,75.71248909353334,0,1
USA,2007,Biomass,10417.56998315586,26456.507601079746,9298412806.965853,71261299,123647291500442.81,133929.88704919492,23165.79120585841,46382.84674160465,165736.37460069585,69146,1,9197719146.60401,1,19.334141159745307,2564.803724362912,265.4739609369285,6.41235810209555,73.962077071805,46.51308939551837,86.52315193529215,586.9665386299729,0.6926195053626831,0.0789178961269301,967844511.2313898,907296206.6807096,9.379316818183193,0,79.85965284924586,87.1421960394903,0,18,2.3425134200291033,0,1,6.964330268199371,14.671612289242653,60.34366851250661,1,4.132984080562552,1.2242191054523155,4.921046817963923,9.221134635123681,6.090105375832029,60.41369798565363,45.68955550325053,16.808771513505192,229,29,2126,993128,89.92399200290248,0,0
China,2009,Solar,20512.530328779325,4025.1008806292666,2161727167.9619617,1245517659,169353223229099.28,592269.6883545571,95847.55578820294,49568.19734065661,252004.36936720923,537068,1,2491479111.5378222,0,20.380901845837847,946.7187217705427,116.26419497954699,11.814230497209225,81.39327486638975,53.06571699608021,1.8061947974035708,657.723238405839,0.6754370945926258,0.18147334341718852,988371704.9755573,894379826.361074,9.88896825293162,1,43.65831748497405,90.83390978322971,1,941,5.698311344412096,1,0,18.416831976526773,51.58497859104722,27.520352022704586,0,2.422000520517086,3.7246106978210927,9.537983253824034,7.686347804926292,9.703651771339052,47.576413457042996,24.075338533033364,93.20708998440278,393,91,9566,792001,17.354900388286932,1,0
France,2017,Geothermal,32850.94081002606,33230.469420372996,7154363868.812696,273101311,98698505735806.72,577467.2008776091,3670.6684595734787,81193.70691775266,92948.76434891469,574385,1,2950849325.9798512,1,9.159536659380201,2262.5146222636463,117.16847239506998,3.7829281360378704,75.28559637434937,29.270357161166537,63.45123884087634,178.0044462922253,0.2917676317927662,0.4406160074214691,445804127.4816399,672434016.4811993,4.81215073527562,1,56.65763299888241,40.95428879222715,0,833,4.2052585290559215,1,1,54.550977987925094,4.339338976479345,10.041162172639906,1,9.199699553812618,7.711838176851529,3.743865522741987,2.2401619507609216,3.421767251143555,31.132637537673414,59.359640155024884,32.33489552225791,13,71,1831,312943,83.62760548931108,0,1
Australia,2008,Biomass,86807.62706531092,22419.583152070758,9983412968.362825,380296795,42816539283208.23,435874.2104397402,62633.49248134753,5387.820470236175,364518.5412083715,555945,1,5483994309.275239,0,26.932116081831275,1172.189143636116,118.41649498331222,4.648482960779523,19.4799975613156,49.95320936186304,16.31018515182999,169.75516667381112,0.2955497215543057,0.05917948912928441,516813271.28683656,748961965.3159634,2.4686199162338407,1,88.89642245960117,32.6117551311528,1,213,9.952438225672733,1,1,20.391614299838125,86.1619073420884,44.09304405022147,1,2.261074466436741,3.3488647011343433,3.7409826953866743,8.152757336705532,8.876653194878214,57.16171043452325,10.360798258585902,56.49603707061439,794,87,3545,95127,79.0045349496395,1,1
USA,2016,Biomass,12785.143213316953,24658.65006205258,4689555380.938195,841872793,183736902337435.7,313683.373419294,30350.453381337007,76447.96482233022,460060.0838303817,931587,1,1956758899.4461503,1,10.07975788688141,1314.957600558877,194.1062032952483,6.108640214705318,99.25404542502943,4.543591890766807,56.92711569507482,965.7603748410539,0.5181800941507537,0.07808951366021803,1902070.2879155437,526833618.21471447,3.8813785377769063,0,49.00397309103539,78.63457990584519,1,902,5.559602102718176,0,0,27.124066040448447,53.30645904762068,72.10879734954658,0,3.7882559595461593,9.857144716407358,7.493296233821823,3.5472743017876485,9.810670549390622,61.35043264288138,58.076142238064385,72.7217050388578,197,93,4328,298599,59.846800383494646,1,0
Canada,2016,Geothermal,26997.937537764406,23165.58920743515,6185572779.230324,1181344843,131006355162918.42,536897.8831476958,83692.89212137135,49217.969625193495,813022.6865305349,38901,1,6848667243.744745,0,39.38338281537914,2441.451947632854,167.41694039525453,8.496221522917818,96.12592011878249,22.02845826679598,49.86780254968956,790.4805018731797,0.1686756539310511,0.44512882313820595,584945407.3667296,386758954.47763103,2.844892058645161,0,80.2445676673038,47.44427700602587,1,737,9.794848682617916,1,1,92.37141382839289,81.83390107751269,97.31012198339603,0,3.157488967651928,4.564573406770565,6.428932232797255,3.1066581139995533,0.12241462016763682,19.84509559078932,53.66679314008784,41.35071457907753,769,85,2856,399376,94.90375013742397,0,1
Germany,2017,Hydro,45353.8851946405,47902.92141060967,2008074298.790257,1424769699,42417039428915.555,44274.148319339285,44960.260274608874,92480.37632580826,908128.3383783178,564063,1,9107205701.527725,0,25.703103230249702,1500.4277354235496,104.65168568348149,8.784594045688731,53.79262075655765,84.21981580564443,79.70367677134239,169.90029847079316,0.5111599968049731,0.1477512155883175,311678659.2975113,15919535.939604264,8.499376637713409,1,96.20891801295771,90.96211106620416,0,207,0.5877835520639096,0,0,76.289583599617,23.00641246684555,1.0443927526442076,0,7.364618173842219,7.571970397879736,9.087342457779362,9.706866821854156,5.146834097362417,32.13280282922489,7.449545701840121,27.25765022996334,212,83,6661,332449,75.86541302192416,1,0
Australia,2009,Geothermal,53915.191481932845,825.5514609221285,5047067938.179388,336023017,180909974436852.53,436819.7762536412,19516.51293119492,12278.331190832243,957720.3505771083,761528,0,1647186898.5253959,0,38.82079542402162,1832.5344862889604,210.92839855317231,9.22600324087171,31.21606450645389,11.601255341646121,67.68432942445997,766.5733800684558,0.48235367980354693,0.24516940825010147,877305225.2060987,739345203.1428998,8.878426780624608,1,41.55478267190607,53.38605339420578,0,272,5.411684992522188,0,0,30.11628139958037,96.4431887023369,85.72558280604025,0,0.8852496958586864,2.85663773398231,1.387747315205784,5.002001483793405,5.915024098674793,46.6575416218601,49.135907235033514,47.50807222413649,167,47,6455,569296,97.16316956333225,0,0
Canada,2023,Solar,25364.63907005091,4050.8910468156046,1774233896.5642629,1463136909,173445306219571.62,897019.7280485469,27855.007738042026,82537.03774134726,293916.2945914488,160933,1,2583678636.4290195,1,3.353429722360005,1114.298376182967,246.46520474034583,0.5661330204284265,93.77102477137788,77.33229702217962,88.82969043487952,703.4083738780122,0.26808266127840463,0.46512805495338233,377142770.29207397,35964175.90165949,8.838397986152163,0,63.721834976618155,80.25409381112983,1,67,8.895464296167287,0,1,21.753722946764174,93.55678197310641,16.988134379261975,0,3.533866152481214,6.4793144666274705,6.231259067977658,4.277673382070598,3.9142497913138143,68.09510258958373,53.05050073717964,26.82449804412356,538,38,6568,611948,78.1194319104624,0,1
Russia,2019,Geothermal,84973.21183305395,38093.57396314651,7197735440.733984,692450527,169322764187423.6,746494.4472451855,14037.987122569675,80371.35534370667,377825.47939026344,377629,1,1734292072.8026564,1,31.732761263602605,186.95411386038404,253.17800224540576,8.770270506693063,94.69658124606876,39.24078462532198,24.902670176079255,237.9960874994184,0.8801345566432263,0.21338561875575657,334263286.19747865,8739724.321151715,1.6729802152666506,0,73.6903069865072,58.120031531119324,0,480,0.005608134974064427,0,1,32.84962031955839,54.181720622389264,16.428926557245795,0,2.790086470255999,7.219141187112321,7.4750063042746575,6.819479406114995,7.168338628702267,22.544728073945908,2.3129347686140833,74.0806812291911,435,94,3348,433228,84.56621876255691,0,1
Brazil,2003,Geothermal,59901.62581091204,40913.1344380521,252286533.51474822,1057997459,115737074102129.83,317172.50412111316,49866.95966055884,27203.614020731384,468936.0539368217,944522,1,6332626595.430917,0,3.8258380499869826,2645.5762722168643,106.95235803719419,5.341011924236266,94.98553258168971,44.061843940575194,61.670150933716826,617.5774106152833,0.7648908670712498,0.06892987099731654,188870733.91215584,942402214.1175376,5.528139883889144,0,79.17642028145431,38.4138901193559,1,941,4.014443791470427,0,0,95.36854788953528,39.25269054231008,78.10045589613387,1,6.3288065808908875,7.92210625474742,8.452807594201724,5.567614376384712,8.066021167638866,90.26938325720056,63.65132343820665,78.61014316508135,265,58,9483,567604,47.914738268448765,0,1
USA,2011,Solar,8300.68875247285,28239.028720449707,8811007664.956108,414882493,17836501783264.99,259332.8709480058,13815.763915697398,25205.27079292616,935391.8067588187,378199,0,9558378750.716314,1,-4.487793481946053,1553.6711162699303,266.8778808351793,6.549824731711384,66.37990716691145,17.23451049012741,82.20104548696257,425.9283423265055,0.04007883924864042,0.3723875622144612,870223267.4559958,768922922.6980015,3.0630723053759548,0,82.79071408100695,30.11788515865166,0,965,9.203026533847813,0,1,46.962379058450054,48.90385454512276,56.16289498761945,1,4.225321852981213,9.625930449729672,2.659633354390979,4.591269041520541,1.194365850022232,92.33075909178187,17.28456915455715,61.1917805135592,506,81,6447,719469,42.96431361476003,0,0
Japan,2018,Solar,95840.67668962687,49538.50895614951,275859739.64895684,1209494009,104430912464435.23,256959.83508837922,27312.559013750688,98782.84737940783,451966.05181634845,443197,0,9668521967.567509,1,29.494636520400896,1930.8656936066352,158.79263695316243,12.26530248356777,21.229359940945645,88.57928480618676,73.46454917580351,634.3884377513275,0.8993324588230867,0.06874728087883895,677903493.2822299,791808872.1087316,1.6063615030225276,1,30.578362171263052,29.065403248028552,0,778,4.48187166013398,0,0,7.9236910961694935,40.6474485846559,1.1833854703815594,1,8.03071410746877,4.41156452597169,0.4627430863284554,8.488116959650517,2.9537698087270803,47.45950280484866,93.47633014361256,68.67913190577026,96,76,3221,206948,57.78423877358719,0,0
Australia,2003,Biomass,11977.333019942958,8778.474463325672,659340145.8173891,1180825343,188819791997307.62,919180.5982368521,33349.65006586957,11466.314851102748,958881.9374673142,327165,1,5568244502.487124,1,19.361881301426074,796.7032875687363,145.26910346104717,10.689119804603928,13.649824792033193,4.030150525230791,71.7306300710531,213.7302170516324,0.33429976395255145,0.49240791921825194,315034359.2185497,343402750.2567717,8.18305057891042,1,87.03925093011506,76.87177512136387,0,429,7.639493947885574,0,0,72.35681938382706,48.24183220881273,53.58007600806363,0,4.256564438280734,2.7221399619030207,2.6029678058876127,6.921496792719626,9.011595273895512,17.40307949091484,23.172445323848724,96.74564111266758,707,64,856,317063,46.14704227555584,0,0
Japan,2006,Wind,48685.587578423096,21724.577398810514,7483502102.771353,709091720,16324259431246.117,770931.0906249702,27721.256083888267,11768.551706856326,544716.2163996461,521272,0,3452704327.957478,1,2.829685893306909,2890.5468233627307,137.0388119666951,14.323479794827772,29.394711424378773,3.3193240167232463,90.70693163590659,344.62231695062604,0.08359398350842484,0.3531850245381175,245531592.9769478,3896326.1375800157,2.8802373372710233,1,66.77730522505277,86.91735051267383,0,914,3.8532193796548073,1,0,40.4869685616379,64.33497125276483,65.67924715452239,0,2.7700714792390557,2.4926055896075026,7.949409751104394,9.500297171995491,0.19629045126235312,9.290010210541954,63.160124590961765,65.46886043866765,410,58,5212,776467,79.1267876577876,1,0
India,2004,Wind,45651.39033153385,17882.67274742286,4768448557.184646,645504486,199667215298513.5,513634.72697281546,56941.41739322024,35114.77977990141,234652.15939140128,308358,0,8588410342.279542,1,-4.364073337221871,1546.3003028996043,184.64535223199312,12.293354492549495,10.981476884263442,81.71839298117519,3.1094652052977345,447.48702886135703,0.2804359108347868,0.19486158152690236,364051869.58377063,666033456.9901251,4.9887404513989715,1,46.11660444090702,95.02360233282769,0,151,4.2876526199771305,1,0,16.277393698504405,71.68018600687583,49.928799434741,1,3.2593229114776303,3.174155491432283,3.33719554300541,0.5238290038946936,0.22592778561953852,16.202342766122747,69.38243239265536,0.7467812445219879,103,86,3724,610035,47.58658595023088,0,0
Brazil,2010,Hydro,65228.7308921127,24657.925239335877,6175086866.494151,1481176058,14842124505357.36,178042.31690438872,94964.63650663327,3971.0883253707034,678033.2471073557,928160,0,9005938627.662914,1,7.474386939078109,2720.3870845392444,295.21100117873345,8.434398872866295,61.634218933345196,42.21464668841528,26.89178460396032,328.49418904639754,0.6604360504887276,0.25348264284633404,846696932.1688997,211017019.94219574,0.6618430174988665,1,98.27272698440265,83.02127868532185,1,719,4.02912307614071,1,0,76.51651850724863,51.626826272625905,71.74630031757884,1,3.2294816558008197,2.696488323462487,1.8895265062028943,0.2297892595748885,2.3791978201226427,61.84844515689638,82.0119858390643,69.42964865341855,712,59,1046,582636,25.483574783973527,1,1
China,2018,Solar,12008.9986357745,46761.24701787312,1518153986.1574996,1070850175,116221292260782.36,962880.3999760329,96226.82594815343,52649.83423160122,45279.464350622824,91366,0,8087915474.897241,0,37.02919424006956,568.0422991310191,206.52189002315365,2.318061380949578,14.471173451610186,8.444622555062153,65.28514784852511,421.68935000026715,0.28537605938958155,0.23653701821616363,249704467.6356906,333344495.4973209,3.481286672077669,0,55.878320715502596,31.977862511389944,1,491,8.852168655134134,1,0,22.743992257223276,91.63950840539727,78.06020036680732,1,2.80045110900108,9.895941647851247,0.8645140968143417,1.1798771186717283,3.2775339189217467,1.5408474151704765,5.8912219816236515,74.2754018396168,176,32,8651,777586,63.07713174347768,1,1
Australia,2016,Biomass,5815.2179544283745,14805.69485421267,5601201685.611583,1280189246,159577010337705.28,863299.0851180549,37204.88171742393,93982.27484099886,174403.92599714352,239166,0,4098270902.7138805,0,-4.99389879080844,1118.224710588067,294.9067442868961,11.526078564530026,17.007255736406556,32.39714339234801,46.17190853822336,660.1448993691885,0.5874106939568494,0.16074324200958245,546333543.2764622,405495754.1426842,8.46681135592696,0,73.41127085805797,12.82381558119765,0,382,6.744363136712823,1,0,25.086026677355168,25.4216279063781,83.94276997915772,1,5.2774001773148695,7.345605335382449,5.430271753653725,6.89369866538043,2.742188450009053,72.33556751144357,83.96261893080481,40.81035801439864,500,68,444,446350,90.18222074864865,1,1
Brazil,2008,Solar,57639.970769790176,33413.2603549555,1764107043.6560879,472823296,129790933359696.23,81797.91757437916,10459.536093957318,49072.968653434094,874554.3996262769,577974,1,6404555745.436553,1,23.359004065215196,988.3013166493413,235.65418696674354,11.01253256187487,51.37544909577747,0.5349611335441984,85.43540536833062,997.5616070653124,0.08749859744450827,0.1742188681872219,612019454.114305,102029310.50439285,9.087459653147182,1,45.96733543156263,36.898439472461064,1,346,0.5166720764500177,1,0,75.39888352729632,66.58497793607062,30.906502804354663,1,3.071950276863935,6.124955015988139,9.12514605834137,4.947387138598205,6.55962208206751,99.63588035060233,13.353812661278653,18.78349527362634,651,61,7795,479595,37.332627272355744,1,1
Australia,2009,Geothermal,33395.662152011515,32887.957944125985,9902785572.342539,1137883222,170203730794792.97,165641.46409646067,95842.13730286683,51468.79776429209,712144.0398921834,309634,0,8478677625.902907,0,38.48069886696844,1361.7081574164185,296.5646085740626,7.872516393009051,18.576931432257926,41.56389906758474,23.22908870339576,451.26080120857733,0.2681132653807603,0.18187035425578257,854961735.2558181,818260406.5839319,0.3047512413111364,1,59.0190090441262,20.194215629491808,0,456,6.778647716315463,0,0,20.96501209260716,49.37562964126643,51.29303458520064,1,2.2351971232141166,9.659785839134821,8.730009961631463,2.9785490252477578,8.655462815546265,14.534569733919067,87.93014877372647,3.581909370649794,506,69,2171,478308,90.80571996029677,1,1
USA,2003,Geothermal,66115.13292110035,42206.14074078504,2365119297.3230953,1256405746,146896786022901.25,177550.70047209153,71843.68060972179,15971.670117424968,324744.3840809581,230872,1,4219780101.965897,1,22.298601243611813,268.3676824294233,193.0292797513091,0.5573760808598127,84.93183765001915,49.53507580934093,36.88055860991882,68.29212772039394,0.5229180565345977,0.3619240377043478,639589256.3182012,11010879.09929782,7.965785051863157,1,74.59935058810127,48.96117410384924,0,321,2.418226418128515,0,1,84.71075922208423,54.82156748347382,55.65791988177651,0,5.984025883217511,5.430691861264996,1.6275542282716304,3.7416003798031463,1.7059120039538989,15.525505398717899,0.8985110515046912,72.62940801019337,715,27,6587,609800,52.32846316506868,1,0
Australia,2020,Wind,64842.97201786379,8474.584723418317,1693257001.4773245,125997715,186927866106356.8,628460.2701426708,67416.38001742946,95872.70762191091,889851.3856841243,792485,0,291565675.7342279,1,20.2438264455945,2471.709345079601,138.49250813868167,8.74970248825856,38.48824515525787,39.828039332200994,68.64308788383315,727.5925126137231,0.22208947162215686,0.17723077126276143,665394842.8172188,174436855.92214975,6.764569198472468,1,97.8134527729521,27.360979837214593,1,970,5.061154516586306,0,1,36.17388422144464,67.1314923529583,13.216731823640227,0,0.07579860517973547,1.7364063422779796,1.1003862647672646,5.404095557250917,7.835826231056967,19.16874081088181,92.64396417916963,32.5004708435783,3,55,9427,326635,98.53949229509713,0,1
Germany,2005,Solar,18786.250673776813,29224.228427427883,9936914829.278454,1399266109,90203059399320.42,244657.13517316227,57733.78299727182,96540.14627777376,385327.21779596386,449882,0,3095033207.47023,0,-5.946045983397665,1364.1923292623117,173.12979037531488,9.823062946498887,82.44453211358905,2.67454884756515,96.26907804892194,942.1348802963482,0.4536755708617989,0.2891493343844398,596377659.8424354,76671311.89555044,0.4709732683049761,1,16.55345206172948,98.7330182333504,1,147,0.6208028890694761,0,0,29.21109135808586,17.861346792201182,39.67594733103867,0,7.04223152582953,3.2011084913098964,4.579401838065288,2.071318369274149,3.898529954645882,97.1914956664167,13.2320082277934,32.410576813833295,310,51,8509,406831,22.704023674176945,0,0
Germany,2019,Biomass,31773.959946908322,24469.271561343878,8857045087.587505,918474127,4879205630242.752,47377.20204373554,11885.116612954516,53955.685886817424,585274.6286385184,440403,1,5389175893.003539,1,3.453632665137583,2916.8257541960734,139.75958137661314,2.939311146419527,4.752098941438144,14.075426847643268,6.66288603961479,953.08751291014,0.5676308123607705,0.06406551257036942,267925514.4173183,96069140.02665201,1.3899074126749889,1,40.67316549588868,5.668895670764462,0,731,5.00247057083084,1,0,20.401646551351828,60.30908341076473,83.25568588813663,0,7.336898718151382,4.296308465201891,1.3899395344631893,7.889749571453595,4.479338095171556,86.83660193152247,71.00523123213759,85.6472227883811,293,65,2544,737305,79.11970978811894,0,0
Germany,2018,Hydro,46183.2131885331,28490.875231020735,5932429367.919293,236451081,104026858926269.7,114987.07956411745,93330.79468133692,3934.9752997601677,802276.4493832446,642424,0,3603579190.189851,0,34.92374820033325,725.5957831146436,228.54745707737828,11.981316005873829,70.03345451233646,17.850942804429604,72.73279791827986,547.1997122485459,0.39189855197666024,0.4047605790442473,483867438.70615107,896224815.6311089,8.090965521711261,1,44.52632773051022,40.16017889004989,0,649,7.432182717876823,1,1,83.51965580228608,26.18406732279046,47.54754844388883,0,7.011952204402714,4.8308175381488825,5.239867766370895,9.93773939797369,5.5849276288093765,34.56796518937144,1.2975925649745923,72.70289927483799,676,94,4633,462531,58.63153577171325,1,0
India,2003,Biomass,61695.0646484009,11924.046615037314,6303439558.945553,409846655,99715086267618.38,431178.20055590617,83755.05997832504,14602.482255316098,761549.8630628993,197227,0,4327262942.6552,0,1.0952159517424818,2749.854628227085,145.41301122888814,2.8413063034648274,8.450072259180585,42.40491713232155,55.34368392297755,387.26043770539366,0.8562951726137611,0.12092565317620554,623559542.979755,528232963.8809997,8.100871838136406,0,83.55479771880134,0.31189584637971723,1,618,6.761341491960432,0,0,26.338091673096308,27.87662841841526,29.578705595669618,1,4.882470782376772,6.912942013152641,3.1361614701724783,6.07093046929624,0.4616091089567753,85.22552809045565,43.35848674637024,57.51210100677196,46,32,969,492888,56.06160235561107,0,0
Canada,2007,Solar,60064.59443599544,44469.003816198194,2594213144.472237,177660023,171050696753648.16,166130.76767924646,51774.06062000643,32504.32181352577,725511.2633656503,498727,0,6726458258.051104,1,-5.9484923821734945,1235.686875457905,163.54590576393466,5.165741558349455,15.705869791028126,7.046488388824168,0.87473551653513,776.5050337265467,0.4964367932677569,0.4544071448433823,981091786.5110095,927295257.490704,5.411254879995505,1,20.94059707757672,20.09242302515142,0,697,1.2641240474687776,1,1,56.87668687648102,29.61455739386135,71.3926657399223,0,1.1692804988183014,2.5951000426900226,6.4145093977591525,9.394517253304455,1.2999854147906442,6.561041553235958,26.31069492245509,70.52839851944688,518,61,5617,309344,63.39593484760915,0,0
Canada,2015,Solar,57907.75540292019,6237.433248409118,4458384846.976793,1097041449,183127854880216.44,586575.4946612895,18167.13488853837,88053.13692466273,196917.00381823757,462007,1,6311894608.868228,0,22.864816611769,1209.179799432738,156.1276741313918,8.667560719866866,90.71043491440187,87.07802095314305,25.009370310794488,439.7689431362356,0.8167703251382505,0.36508819784241897,788030713.4559333,595259685.522408,2.532180589421836,0,17.842063903968185,79.66588687370366,0,106,9.427254189464062,0,1,86.08686347738211,25.351188150565708,37.04451672136637,0,8.892554699668997,8.595726029133942,4.231165186152504,8.7720711281051,5.766708923849194,7.066297239790432,3.906300866310952,39.953336412796084,355,20,5884,907656,46.30413567918741,0,1
